期間,幣別,匯率
2001-06-01,人民幣CNY/USD,8.277
2001-07-01,人民幣CNY/USD,8.2769
2001-08-01,人民幣CNY/USD,8.277
2001-09-01,人民幣CNY/USD,8.2768
2001-10-01,人民幣CNY/USD,8.2768
2001-11-01,人民幣CNY/USD,8.2769
2001-12-01,人民幣CNY/USD,8.2769
2002-01-01,人民幣CNY/USD,8.2767
2002-02-01,人民幣CNY/USD,8.2767
2002-03-01,人民幣CNY/USD,8.2771
2002-04-01,人民幣CNY/USD,8.2772
2002-05-01,人民幣CNY/USD,8.277
2002-06-01,人民幣CNY/USD,8.2771
2002-07-01,人民幣CNY/USD,8.2768
2002-08-01,人民幣CNY/USD,8.2767
2002-09-01,人民幣CNY/USD,8.277
2002-10-01,人民幣CNY/USD,8.277
2002-11-01,人民幣CNY/USD,8.2771
2002-12-01,人民幣CNY/USD,8.2772
2003-01-01,人民幣CNY/USD,8.2768
2003-02-01,人民幣CNY/USD,8.2773
2003-03-01,人民幣CNY/USD,8.2772
2003-04-01,人民幣CNY/USD,8.2771
2003-05-01,人民幣CNY/USD,8.2769
2003-06-01,人民幣CNY/USD,8.2771
2003-07-01,人民幣CNY/USD,8.2772
2003-08-01,人民幣CNY/USD,8.277
2003-09-01,人民幣CNY/USD,8.2771
2003-10-01,人民幣CNY/USD,8.2768
2003-11-01,人民幣CNY/USD,8.2769
2003-12-01,人民幣CNY/USD,8.277
2004-01-01,人民幣CNY/USD,8.277
2004-02-01,人民幣CNY/USD,8.2771
2004-03-01,人民幣CNY/USD,8.2771
2004-04-01,人民幣CNY/USD,8.2769
2004-05-01,人民幣CNY/USD,8.2771
2004-06-01,人民幣CNY/USD,8.2767
2004-07-01,人民幣CNY/USD,8.2767
2004-08-01,人民幣CNY/USD,8.2768
2004-09-01,人民幣CNY/USD,8.2767
2004-10-01,人民幣CNY/USD,8.2765
2004-11-01,人民幣CNY/USD,8.2765
2004-12-01,人民幣CNY/USD,8.2765
2005-01-01,人民幣CNY/USD,8.2765
2005-02-01,人民幣CNY/USD,8.2765
2005-03-01,人民幣CNY/USD,8.2765
2005-04-01,人民幣CNY/USD,8.2765
2005-05-01,人民幣CNY/USD,8.2765
2005-06-01,人民幣CNY/USD,8.2765
2005-07-01,人民幣CNY/USD,8.23
2005-08-01,人民幣CNY/USD,8.1017
2005-09-01,人民幣CNY/USD,8.0919
2005-10-01,人民幣CNY/USD,8.0894
2005-11-01,人民幣CNY/USD,8.0841
2005-12-01,人民幣CNY/USD,8.0757
2006-01-01,人民幣CNY/USD,8.0664
2006-02-01,人民幣CNY/USD,8.0495
2006-03-01,人民幣CNY/USD,8.035
2006-04-01,人民幣CNY/USD,8.0156
2006-05-01,人民幣CNY/USD,8.0145
2006-06-01,人民幣CNY/USD,8.0067
2006-07-01,人民幣CNY/USD,7.9908
2006-08-01,人民幣CNY/USD,7.9733
2006-09-01,人民幣CNY/USD,7.9362
2006-10-01,人民幣CNY/USD,7.9032
2006-11-01,人民幣CNY/USD,7.8661
2006-12-01,人民幣CNY/USD,7.824
2007-01-01,人民幣CNY/USD,7.7896
2007-02-01,人民幣CNY/USD,7.7546
2007-03-01,人民幣CNY/USD,7.739
2007-04-01,人民幣CNY/USD,7.7257
2007-05-01,人民幣CNY/USD,7.6734
2007-06-01,人民幣CNY/USD,7.633
2007-07-01,人民幣CNY/USD,7.5796
2007-08-01,人民幣CNY/USD,7.5753
2007-09-01,人民幣CNY/USD,7.5243
2007-10-01,人民幣CNY/USD,7.5006
2007-11-01,人民幣CNY/USD,7.4233
2007-12-01,人民幣CNY/USD,7.372
2008-01-01,人民幣CNY/USD,7.2478
2008-02-01,人民幣CNY/USD,7.165
2008-03-01,人民幣CNY/USD,7.0752
2008-04-01,人民幣CNY/USD,7.0008
2008-05-01,人民幣CNY/USD,6.9741
2008-06-01,人民幣CNY/USD,6.8984
2008-07-01,人民幣CNY/USD,6.8376
2008-08-01,人民幣CNY/USD,6.8515
2008-09-01,人民幣CNY/USD,6.8306
2008-10-01,人民幣CNY/USD,6.8316
2008-11-01,人民幣CNY/USD,6.8286
2008-12-01,人民幣CNY/USD,6.8427
2009-01-01,人民幣CNY/USD,6.8381
2009-02-01,人民幣CNY/USD,6.8358
2009-03-01,人民幣CNY/USD,6.8382
2009-04-01,人民幣CNY/USD,6.8312
2009-05-01,人民幣CNY/USD,6.8246
2009-06-01,人民幣CNY/USD,6.8332
2009-07-01,人民幣CNY/USD,6.832
2009-08-01,人民幣CNY/USD,6.8322
2009-09-01,人民幣CNY/USD,6.8289
2009-10-01,人民幣CNY/USD,6.8275
2009-11-01,人民幣CNY/USD,6.8274
2009-12-01,人民幣CNY/USD,6.8279
2010-01-01,人民幣CNY/USD,6.8273
2010-02-01,人民幣CNY/USD,6.827
2010-03-01,人民幣CNY/USD,6.8264
2010-04-01,人民幣CNY/USD,6.8262
2010-05-01,人民幣CNY/USD,6.8274
2010-06-01,人民幣CNY/USD,6.8165
2010-07-01,人民幣CNY/USD,6.7777
2010-08-01,人民幣CNY/USD,6.7901
2010-09-01,人民幣CNY/USD,6.742
2010-10-01,人民幣CNY/USD,6.6732
2010-11-01,人民幣CNY/USD,6.6558
2010-12-01,人民幣CNY/USD,6.6536
2011-01-01,人民幣CNY/USD,6.6034
2011-02-01,人民幣CNY/USD,6.584
2011-03-01,人民幣CNY/USD,6.5662
2011-04-01,人民幣CNY/USD,6.5292
2011-05-01,人民幣CNY/USD,6.4995
2011-06-01,人民幣CNY/USD,6.4778
2011-07-01,人民幣CNY/USD,6.4612
2011-08-01,人民幣CNY/USD,6.409
2011-09-01,人民幣CNY/USD,6.3828
2011-10-01,人民幣CNY/USD,6.3565
2011-11-01,人民幣CNY/USD,6.3392
2011-12-01,人民幣CNY/USD,6.3286
2012-01-01,人民幣CNY/USD,6.3158
2012-02-01,人民幣CNY/USD,6.3004
2012-03-01,人民幣CNY/USD,6.3081
2012-04-01,人民幣CNY/USD,6.2966
2012-05-01,人民幣CNY/USD,6.3054
2012-06-01,人民幣CNY/USD,6.3178
2012-07-01,人民幣CNY/USD,6.324
2012-08-01,人民幣CNY/USD,6.3404
2012-09-01,人民幣CNY/USD,6.3394
2012-10-01,人民幣CNY/USD,6.3144
2012-11-01,人民幣CNY/USD,6.2958
2012-12-01,人民幣CNY/USD,6.2901
2013-01-01,人民幣CNY/USD,6.2787
2013-02-01,人民幣CNY/USD,6.2842
2013-03-01,人民幣CNY/USD,6.2746
2013-04-01,人民幣CNY/USD,6.2471
2013-05-01,人民幣CNY/USD,6.1978
2013-06-01,人民幣CNY/USD,6.1708
2013-07-01,人民幣CNY/USD,6.1718
2013-08-01,人民幣CNY/USD,6.1708
2013-09-01,人民幣CNY/USD,6.1582
2013-10-01,人民幣CNY/USD,6.1404
2013-11-01,人民幣CNY/USD,6.1376
2013-12-01,人民幣CNY/USD,6.1172
2014-01-01,人民幣CNY/USD,6.1039
2014-02-01,人民幣CNY/USD,6.1133
2014-03-01,人民幣CNY/USD,6.1369
2014-04-01,人民幣CNY/USD,6.1551
2014-05-01,人民幣CNY/USD,6.1629
2014-06-01,人民幣CNY/USD,6.1564
2014-07-01,人民幣CNY/USD,6.1675
2014-08-01,人民幣CNY/USD,6.1606
2014-09-01,人民幣CNY/USD,6.1521
2014-10-01,人民幣CNY/USD,6.144
2014-11-01,人民幣CNY/USD,6.1443
2014-12-01,人民幣CNY/USD,6.1242
2015-01-01,人民幣CNY/USD,6.1274
2015-02-01,人民幣CNY/USD,6.1344
2015-03-01,人民幣CNY/USD,6.1505
2015-04-01,人民幣CNY/USD,6.1298
2015-05-01,人民幣CNY/USD,6.1142
2015-06-01,人民幣CNY/USD,6.1161
2015-07-01,人民幣CNY/USD,6.1167
2015-08-01,人民幣CNY/USD,6.3056
2015-09-01,人民幣CNY/USD,6.3693
2015-10-01,人民幣CNY/USD,6.3491
2015-11-01,人民幣CNY/USD,6.3642
2015-12-01,人民幣CNY/USD,6.4527
2016-01-01,人民幣CNY/USD,6.574
2016-02-01,人民幣CNY/USD,6.5439
2016-03-01,人民幣CNY/USD,6.5071
2016-04-01,人民幣CNY/USD,6.4787
2016-05-01,人民幣CNY/USD,6.5288
2016-06-01,人民幣CNY/USD,6.5958
2016-07-01,人民幣CNY/USD,6.6789
2016-08-01,人民幣CNY/USD,6.6492000000000004
2016-09-01,人民幣CNY/USD,6.6726
2016-10-01,人民幣CNY/USD,6.7491
2016-11-01,人民幣CNY/USD,6.8336
2016-12-01,人民幣CNY/USD,6.922
2017-01-01,人民幣CNY/USD,6.898
2017-02-01,人民幣CNY/USD,6.8731
2017-03-01,人民幣CNY/USD,6.8972
2017-04-01,人民幣CNY/USD,6.8916
2017-05-01,人民幣CNY/USD,6.8899
2017-06-01,人民幣CNY/USD,6.808
2017-07-01,人民幣CNY/USD,6.7715
2017-08-01,人民幣CNY/USD,6.671
2017-09-01,人民幣CNY/USD,6.5684
2017-10-01,人民幣CNY/USD,6.6175
2017-11-01,人民幣CNY/USD,6.6254
2017-12-01,人民幣CNY/USD,6.5936
2018-01-01,人民幣CNY/USD,6.429
2018-02-01,人民幣CNY/USD,6.3135
2018-03-01,人民幣CNY/USD,6.3195
2018-04-01,人民幣CNY/USD,6.2996
2018-05-01,人民幣CNY/USD,6.4657
2018-06-01,人民幣CNY/USD,6.4657
2018-07-01,人民幣CNY/USD,6.719
2018-08-01,人民幣CNY/USD,6.8518
2018-09-01,人民幣CNY/USD,6.8546
1960-01-01,日圓JPY/USD,360
1960-02-01,日圓JPY/USD,360
1960-03-01,日圓JPY/USD,360
1960-04-01,日圓JPY/USD,360
1960-05-01,日圓JPY/USD,360
1960-06-01,日圓JPY/USD,360
1960-07-01,日圓JPY/USD,360
1960-08-01,日圓JPY/USD,360
1960-09-01,日圓JPY/USD,360
1960-10-01,日圓JPY/USD,360
1960-11-01,日圓JPY/USD,360
1960-12-01,日圓JPY/USD,360
1961-01-01,日圓JPY/USD,360
1961-02-01,日圓JPY/USD,360
1961-03-01,日圓JPY/USD,360
1961-04-01,日圓JPY/USD,360
1961-05-01,日圓JPY/USD,360
1961-06-01,日圓JPY/USD,360
1961-07-01,日圓JPY/USD,360
1961-08-01,日圓JPY/USD,360
1961-09-01,日圓JPY/USD,360
1961-10-01,日圓JPY/USD,360
1961-11-01,日圓JPY/USD,360
1961-12-01,日圓JPY/USD,360
1962-01-01,日圓JPY/USD,360
1962-02-01,日圓JPY/USD,360
1962-03-01,日圓JPY/USD,360
1962-04-01,日圓JPY/USD,360
1962-05-01,日圓JPY/USD,360
1962-06-01,日圓JPY/USD,360
1962-07-01,日圓JPY/USD,360
1962-08-01,日圓JPY/USD,360
1962-09-01,日圓JPY/USD,360
1962-10-01,日圓JPY/USD,360
1962-11-01,日圓JPY/USD,360
1962-12-01,日圓JPY/USD,360
1963-01-01,日圓JPY/USD,360
1963-02-01,日圓JPY/USD,360
1963-03-01,日圓JPY/USD,360
1963-04-01,日圓JPY/USD,360
1963-05-01,日圓JPY/USD,360
1963-06-01,日圓JPY/USD,360
1963-07-01,日圓JPY/USD,360
1963-08-01,日圓JPY/USD,360
1963-09-01,日圓JPY/USD,360
1963-10-01,日圓JPY/USD,360
1963-11-01,日圓JPY/USD,360
1963-12-01,日圓JPY/USD,360
1964-01-01,日圓JPY/USD,360
1964-02-01,日圓JPY/USD,360
1964-03-01,日圓JPY/USD,360
1964-04-01,日圓JPY/USD,360
1964-05-01,日圓JPY/USD,360
1964-06-01,日圓JPY/USD,360
1964-07-01,日圓JPY/USD,360
1964-08-01,日圓JPY/USD,360
1964-09-01,日圓JPY/USD,360
1964-10-01,日圓JPY/USD,360
1964-11-01,日圓JPY/USD,360
1964-12-01,日圓JPY/USD,360
1965-01-01,日圓JPY/USD,360
1965-02-01,日圓JPY/USD,360
1965-03-01,日圓JPY/USD,360
1965-04-01,日圓JPY/USD,360
1965-05-01,日圓JPY/USD,360
1965-06-01,日圓JPY/USD,360
1965-07-01,日圓JPY/USD,360
1965-08-01,日圓JPY/USD,360
1965-09-01,日圓JPY/USD,360
1965-10-01,日圓JPY/USD,360
1965-11-01,日圓JPY/USD,360
1965-12-01,日圓JPY/USD,360
1966-01-01,日圓JPY/USD,360
1966-02-01,日圓JPY/USD,360
1966-03-01,日圓JPY/USD,360
1966-04-01,日圓JPY/USD,360
1966-05-01,日圓JPY/USD,360
1966-06-01,日圓JPY/USD,360
1966-07-01,日圓JPY/USD,360
1966-08-01,日圓JPY/USD,360
1966-09-01,日圓JPY/USD,360
1966-10-01,日圓JPY/USD,360
1966-11-01,日圓JPY/USD,360
1966-12-01,日圓JPY/USD,360
1967-01-01,日圓JPY/USD,360
1967-02-01,日圓JPY/USD,360
1967-03-01,日圓JPY/USD,360
1967-04-01,日圓JPY/USD,360
1967-05-01,日圓JPY/USD,360
1967-06-01,日圓JPY/USD,360
1967-07-01,日圓JPY/USD,360
1967-08-01,日圓JPY/USD,360
1967-09-01,日圓JPY/USD,360
1967-10-01,日圓JPY/USD,360
1967-11-01,日圓JPY/USD,360
1967-12-01,日圓JPY/USD,360
1968-01-01,日圓JPY/USD,360
1968-02-01,日圓JPY/USD,360
1968-03-01,日圓JPY/USD,360
1968-04-01,日圓JPY/USD,360
1968-05-01,日圓JPY/USD,360
1968-06-01,日圓JPY/USD,360
1968-07-01,日圓JPY/USD,360
1968-08-01,日圓JPY/USD,360
1968-09-01,日圓JPY/USD,360
1968-10-01,日圓JPY/USD,360
1968-11-01,日圓JPY/USD,360
1968-12-01,日圓JPY/USD,360
1969-01-01,日圓JPY/USD,360
1969-02-01,日圓JPY/USD,360
1969-03-01,日圓JPY/USD,360
1969-04-01,日圓JPY/USD,360
1969-05-01,日圓JPY/USD,360
1969-06-01,日圓JPY/USD,360
1969-07-01,日圓JPY/USD,360
1969-08-01,日圓JPY/USD,360
1969-09-01,日圓JPY/USD,360
1969-10-01,日圓JPY/USD,360
1969-11-01,日圓JPY/USD,360
1969-12-01,日圓JPY/USD,360
1970-01-01,日圓JPY/USD,360
1970-02-01,日圓JPY/USD,360
1970-03-01,日圓JPY/USD,360
1970-04-01,日圓JPY/USD,360
1970-05-01,日圓JPY/USD,360
1970-06-01,日圓JPY/USD,360
1970-07-01,日圓JPY/USD,360
1970-08-01,日圓JPY/USD,360
1970-09-01,日圓JPY/USD,360
1970-10-01,日圓JPY/USD,360
1970-11-01,日圓JPY/USD,360
1970-12-01,日圓JPY/USD,360
1971-01-01,日圓JPY/USD,360
1971-02-01,日圓JPY/USD,360
1971-03-01,日圓JPY/USD,360
1971-04-01,日圓JPY/USD,360
1971-05-01,日圓JPY/USD,360
1971-06-01,日圓JPY/USD,360
1971-07-01,日圓JPY/USD,360
1971-08-01,日圓JPY/USD,355.52
1971-09-01,日圓JPY/USD,337.4
1971-10-01,日圓JPY/USD,330.42
1971-11-01,日圓JPY/USD,328.4
1971-12-01,日圓JPY/USD,336.39
1972-01-01,日圓JPY/USD,312.23
1972-02-01,日圓JPY/USD,304.98
1972-03-01,日圓JPY/USD,302.44
1972-04-01,日圓JPY/USD,303.56
1972-05-01,日圓JPY/USD,304.44
1972-06-01,日圓JPY/USD,303.68
1972-07-01,日圓JPY/USD,301.11
1972-08-01,日圓JPY/USD,301.1
1972-09-01,日圓JPY/USD,301.1
1972-10-01,日圓JPY/USD,301.1
1972-11-01,日圓JPY/USD,301.1
1972-12-01,日圓JPY/USD,301.23
1973-01-01,日圓JPY/USD,301.96
1973-02-01,日圓JPY/USD,279.1
1973-03-01,日圓JPY/USD,265.26
1973-04-01,日圓JPY/USD,265.52
1973-05-01,日圓JPY/USD,264.73
1973-06-01,日圓JPY/USD,264.7
1973-07-01,日圓JPY/USD,264.41
1973-08-01,日圓JPY/USD,265.11
1973-09-01,日圓JPY/USD,265.49
1973-10-01,日圓JPY/USD,266.33
1973-11-01,日圓JPY/USD,277.81
1973-12-01,日圓JPY/USD,280
1974-01-01,日圓JPY/USD,298.64
1974-02-01,日圓JPY/USD,291.24
1974-03-01,日圓JPY/USD,282.58
1974-04-01,日圓JPY/USD,277.78
1974-05-01,日圓JPY/USD,278.93
1974-06-01,日圓JPY/USD,283.05
1974-07-01,日圓JPY/USD,290.91
1974-08-01,日圓JPY/USD,302.22
1974-09-01,日圓JPY/USD,299.62
1974-10-01,日圓JPY/USD,299.48
1974-11-01,日圓JPY/USD,300.1
1974-12-01,日圓JPY/USD,300.44
1975-01-01,日圓JPY/USD,299.64
1975-02-01,日圓JPY/USD,292.17
1975-03-01,日圓JPY/USD,288.03
1975-04-01,日圓JPY/USD,292.12
1975-05-01,日圓JPY/USD,291.47
1975-06-01,日圓JPY/USD,293.57
1975-07-01,日圓JPY/USD,296.22
1975-08-01,日圓JPY/USD,297.94
1975-09-01,日圓JPY/USD,299.68
1975-10-01,日圓JPY/USD,302.38
1975-11-01,日圓JPY/USD,302.53
1975-12-01,日圓JPY/USD,305.7
1976-01-01,日圓JPY/USD,304.66
1976-02-01,日圓JPY/USD,301.9
1976-03-01,日圓JPY/USD,300.6
1976-04-01,日圓JPY/USD,299.13
1976-05-01,日圓JPY/USD,299.06
1976-06-01,日圓JPY/USD,299.4
1976-07-01,日圓JPY/USD,294.78
1976-08-01,日圓JPY/USD,290.74
1976-09-01,日圓JPY/USD,287.66
1976-10-01,日圓JPY/USD,290.93
1976-11-01,日圓JPY/USD,295.05
1976-12-01,日圓JPY/USD,294.72
1977-01-01,日圓JPY/USD,291.08
1977-02-01,日圓JPY/USD,285.07
1977-03-01,日圓JPY/USD,280.57
1977-04-01,日圓JPY/USD,275.12
1977-05-01,日圓JPY/USD,277.62
1977-06-01,日圓JPY/USD,272.98
1977-07-01,日圓JPY/USD,264.82
1977-08-01,日圓JPY/USD,266.64
1977-09-01,日圓JPY/USD,267.04
1977-10-01,日圓JPY/USD,255.07
1977-11-01,日圓JPY/USD,244.81
1977-12-01,日圓JPY/USD,241.3
1978-01-01,日圓JPY/USD,241.13
1978-02-01,日圓JPY/USD,240.28
1978-03-01,日圓JPY/USD,231.51
1978-04-01,日圓JPY/USD,221.68
1978-05-01,日圓JPY/USD,226.4
1978-06-01,日圓JPY/USD,214.34
1978-07-01,日圓JPY/USD,199.9
1978-08-01,日圓JPY/USD,188.45
1978-09-01,日圓JPY/USD,190.16
1978-10-01,日圓JPY/USD,183.95
1978-11-01,日圓JPY/USD,191.26
1978-12-01,日圓JPY/USD,196.24
1979-01-01,日圓JPY/USD,197.72
1979-02-01,日圓JPY/USD,200.56
1979-03-01,日圓JPY/USD,206.1
1979-04-01,日圓JPY/USD,215.81
1979-05-01,日圓JPY/USD,218.15
1979-06-01,日圓JPY/USD,218.89
1979-07-01,日圓JPY/USD,216.41
1979-08-01,日圓JPY/USD,217.91
1979-09-01,日圓JPY/USD,222.26
1979-10-01,日圓JPY/USD,230.37
1979-11-01,日圓JPY/USD,244.88
1979-12-01,日圓JPY/USD,240.62
1980-01-01,日圓JPY/USD,237.96
1980-02-01,日圓JPY/USD,244.05
1980-03-01,日圓JPY/USD,248.62
1980-04-01,日圓JPY/USD,251.67
1980-05-01,日圓JPY/USD,228.35
1980-06-01,日圓JPY/USD,218.05
1980-07-01,日圓JPY/USD,220.95
1980-08-01,日圓JPY/USD,224.45
1980-09-01,日圓JPY/USD,214.85
1980-10-01,日圓JPY/USD,209.12
1980-11-01,日圓JPY/USD,213.04
1980-12-01,日圓JPY/USD,209.78
1981-01-01,日圓JPY/USD,202
1981-02-01,日圓JPY/USD,205.89
1981-03-01,日圓JPY/USD,208.82
1981-04-01,日圓JPY/USD,215.14
1981-05-01,日圓JPY/USD,220.66
1981-06-01,日圓JPY/USD,224.2
1981-07-01,日圓JPY/USD,231.96
1981-08-01,日圓JPY/USD,233.69
1981-09-01,日圓JPY/USD,230.02
1981-10-01,日圓JPY/USD,231.37
1981-11-01,日圓JPY/USD,223.74
1981-12-01,日圓JPY/USD,218.94
1982-01-01,日圓JPY/USD,224.59
1982-02-01,日圓JPY/USD,235.17
1982-03-01,日圓JPY/USD,240.72
1982-04-01,日圓JPY/USD,244.86
1982-05-01,日圓JPY/USD,236.9
1982-06-01,日圓JPY/USD,251.04
1982-07-01,日圓JPY/USD,255.12
1982-08-01,日圓JPY/USD,258.82
1982-09-01,日圓JPY/USD,262.65
1982-10-01,日圓JPY/USD,271.4
1982-11-01,日圓JPY/USD,265.13
1982-12-01,日圓JPY/USD,242.52
1983-01-01,日圓JPY/USD,232.94
1983-02-01,日圓JPY/USD,236.24
1983-03-01,日圓JPY/USD,238.03
1983-04-01,日圓JPY/USD,237.71
1983-05-01,日圓JPY/USD,234.74
1983-06-01,日圓JPY/USD,240.15
1983-07-01,日圓JPY/USD,240.5
1983-08-01,日圓JPY/USD,244.33
1983-09-01,日圓JPY/USD,242.77
1983-10-01,日圓JPY/USD,233.01
1983-11-01,日圓JPY/USD,235.31
1983-12-01,日圓JPY/USD,234.41
1984-01-01,日圓JPY/USD,233.94
1984-02-01,日圓JPY/USD,233.68
1984-03-01,日圓JPY/USD,225.4
1984-04-01,日圓JPY/USD,224.95
1984-05-01,日圓JPY/USD,230.66
1984-06-01,日圓JPY/USD,233.21
1984-07-01,日圓JPY/USD,242.84
1984-08-01,日圓JPY/USD,242.3
1984-09-01,日圓JPY/USD,245.23
1984-10-01,日圓JPY/USD,246.79
1984-11-01,日圓JPY/USD,243.32
1984-12-01,日圓JPY/USD,247.95
1985-01-01,日圓JPY/USD,254.18
1985-02-01,日圓JPY/USD,260.24
1985-03-01,日圓JPY/USD,258.63
1985-04-01,日圓JPY/USD,251.67
1985-05-01,日圓JPY/USD,251.54
1985-06-01,日圓JPY/USD,248.99
1985-07-01,日圓JPY/USD,241.75
1985-08-01,日圓JPY/USD,237.21
1985-09-01,日圓JPY/USD,236.95
1985-10-01,日圓JPY/USD,214.73
1985-11-01,日圓JPY/USD,203.72
1985-12-01,日圓JPY/USD,202.82
1986-01-01,日圓JPY/USD,200.07
1986-02-01,日圓JPY/USD,184.64
1986-03-01,日圓JPY/USD,178.93
1986-04-01,日圓JPY/USD,175.62
1986-05-01,日圓JPY/USD,166.83
1986-06-01,日圓JPY/USD,167.95
1986-07-01,日圓JPY/USD,158.6
1986-08-01,日圓JPY/USD,154
1986-09-01,日圓JPY/USD,154.72
1986-10-01,日圓JPY/USD,155.95
1986-11-01,日圓JPY/USD,162.64
1986-12-01,日圓JPY/USD,162.29
1987-01-01,日圓JPY/USD,154.48
1987-02-01,日圓JPY/USD,153.48
1987-03-01,日圓JPY/USD,151.54
1987-04-01,日圓JPY/USD,142.98
1987-05-01,日圓JPY/USD,140.54
1987-06-01,日圓JPY/USD,144.48
1987-07-01,日圓JPY/USD,150.21
1987-08-01,日圓JPY/USD,147.56
1987-09-01,日圓JPY/USD,143
1987-10-01,日圓JPY/USD,143.54
1987-11-01,日圓JPY/USD,135.25
1987-12-01,日圓JPY/USD,128.59
1988-01-01,日圓JPY/USD,127.56
1988-02-01,日圓JPY/USD,129.16
1988-03-01,日圓JPY/USD,127.28
1988-04-01,日圓JPY/USD,124.93
1988-05-01,日圓JPY/USD,124.77
1988-06-01,日圓JPY/USD,127.14
1988-07-01,日圓JPY/USD,133.07
1988-08-01,日圓JPY/USD,133.63
1988-09-01,日圓JPY/USD,134.44
1988-10-01,日圓JPY/USD,129.02
1988-11-01,日圓JPY/USD,123.19
1988-12-01,日圓JPY/USD,123.63
1989-01-01,日圓JPY/USD,127.23
1989-02-01,日圓JPY/USD,127.77
1989-03-01,日圓JPY/USD,130.36
1989-04-01,日圓JPY/USD,132.08
1989-05-01,日圓JPY/USD,138.35
1989-06-01,日圓JPY/USD,143.79
1989-07-01,日圓JPY/USD,140.72
1989-08-01,日圓JPY/USD,141.11
1989-09-01,日圓JPY/USD,145.05
1989-10-01,日圓JPY/USD,141.93
1989-11-01,日圓JPY/USD,143.52
1989-12-01,日圓JPY/USD,143.66
1990-01-01,日圓JPY/USD,145.09
1990-02-01,日圓JPY/USD,145.53
1990-03-01,日圓JPY/USD,153.08
1990-04-01,日圓JPY/USD,158.47
1990-05-01,日圓JPY/USD,153.52
1990-06-01,日圓JPY/USD,153.77
1990-07-01,日圓JPY/USD,149.28
1990-08-01,日圓JPY/USD,147.42
1990-09-01,日圓JPY/USD,138.99
1990-10-01,日圓JPY/USD,129.73
1990-11-01,日圓JPY/USD,129.08
1990-12-01,日圓JPY/USD,133.55
1991-01-01,日圓JPY/USD,133.88
1991-02-01,日圓JPY/USD,130.48
1991-03-01,日圓JPY/USD,137.2
1991-04-01,日圓JPY/USD,137.1
1991-05-01,日圓JPY/USD,138.04
1991-06-01,日圓JPY/USD,139.79
1991-07-01,日圓JPY/USD,138.01
1991-08-01,日圓JPY/USD,138.89
1991-09-01,日圓JPY/USD,134.58
1991-10-01,日圓JPY/USD,130.72
1991-11-01,日圓JPY/USD,129.68
1991-12-01,日圓JPY/USD,128.11
1992-01-01,日圓JPY/USD,125.09
1992-02-01,日圓JPY/USD,127.5
1992-03-01,日圓JPY/USD,132.7
1992-04-01,日圓JPY/USD,133.53
1992-05-01,日圓JPY/USD,130.57
1992-06-01,日圓JPY/USD,126.81
1992-07-01,日圓JPY/USD,125.65
1992-08-01,日圓JPY/USD,126.31
1992-09-01,日圓JPY/USD,122.72
1992-10-01,日圓JPY/USD,121.04
1992-11-01,日圓JPY/USD,123.87
1992-12-01,日圓JPY/USD,124.03
1993-01-01,日圓JPY/USD,125.01
1993-02-01,日圓JPY/USD,120.96
1993-03-01,日圓JPY/USD,117.07
1993-04-01,日圓JPY/USD,112.45
1993-05-01,日圓JPY/USD,110.4
1993-06-01,日圓JPY/USD,107.34
1993-07-01,日圓JPY/USD,107.73
1993-08-01,日圓JPY/USD,103.71
1993-09-01,日圓JPY/USD,105.28
1993-10-01,日圓JPY/USD,106.92
1993-11-01,日圓JPY/USD,107.8
1993-12-01,日圓JPY/USD,109.7
1994-01-01,日圓JPY/USD,111.51
1994-02-01,日圓JPY/USD,106.21
1994-03-01,日圓JPY/USD,105.14
1994-04-01,日圓JPY/USD,103.53
1994-05-01,日圓JPY/USD,103.73
1994-06-01,日圓JPY/USD,102.72
1994-07-01,日圓JPY/USD,98.5
1994-08-01,日圓JPY/USD,99.85
1994-09-01,日圓JPY/USD,98.81
1994-10-01,日圓JPY/USD,98.42
1994-11-01,日圓JPY/USD,97.96
1994-12-01,日圓JPY/USD,100.12
1995-01-01,日圓JPY/USD,99.75
1995-02-01,日圓JPY/USD,98.24
1995-03-01,日圓JPY/USD,90.79
1995-04-01,日圓JPY/USD,83.67
1995-05-01,日圓JPY/USD,85.1
1995-06-01,日圓JPY/USD,84.53
1995-07-01,日圓JPY/USD,87.22
1995-08-01,日圓JPY/USD,94.55
1995-09-01,日圓JPY/USD,100.49
1995-10-01,日圓JPY/USD,100.65
1995-11-01,日圓JPY/USD,101.92
1995-12-01,日圓JPY/USD,101.81
1996-01-01,日圓JPY/USD,105.84
1996-02-01,日圓JPY/USD,105.73
1996-03-01,日圓JPY/USD,105.82
1996-04-01,日圓JPY/USD,107.46
1996-05-01,日圓JPY/USD,106.45
1996-06-01,日圓JPY/USD,108.86
1996-07-01,日圓JPY/USD,109.32
1996-08-01,日圓JPY/USD,107.75
1996-09-01,日圓JPY/USD,109.75
1996-10-01,日圓JPY/USD,112.36
1996-11-01,日圓JPY/USD,112.26
1996-12-01,日圓JPY/USD,113.76
1997-01-01,日圓JPY/USD,118.02
1997-02-01,日圓JPY/USD,123.01
1997-03-01,日圓JPY/USD,122.64
1997-04-01,日圓JPY/USD,125.51
1997-05-01,日圓JPY/USD,118.99
1997-06-01,日圓JPY/USD,114.2
1997-07-01,日圓JPY/USD,115.16
1997-08-01,日圓JPY/USD,117.9
1997-09-01,日圓JPY/USD,120.75
