學號,書籍類別,書籍名稱,讀者借閱冊數,書籍出版日期,書籍出版者,書籍館藏地,書籍上架年月,書籍標題(subject),讀者年級,學院,借閱時間
P613c13e7df,語言文學類,唱給火星人的10首情歌,2,2009,春天出版,3F中文圖書區,2010-05-19,NA,1,電機資訊學院,2014-01-02T09:03:06Z
Lba53894ae2,哲學類,神不知鬼不覺的操控心理學,32,2014,瑞昇文化,1F職涯博覽專區,2014-10-29,應用心理學,2,人文學院,2015-07-19T03:59:07Z
A6a81900486,世界史地,反骨:法國第一女律師的故事,32,NA,先覺出版,3F中文圖書區,2004-12-27,訴訟辯論,3,法律學院,2015-12-09T03:49:35Z
I8aaaf69615,語言文學類,大逃殺 = Battle royale. 上,13,2005,木馬文化,3F中文圖書區,2013-06-24,日本文學,3,商學院,2016-01-09T04:38:01Z
Aaa87d5de2b,社會科學類,憲法理論與實踐,92,2007,新學林,3F中文圖書區,2009-03-27,"憲法論文,講詞等中華民國",2,法律學院,2015-01-15T11:55:18Z
Kadbf84e112,語言文學類,"愛情,兩好三壞",91,2007,春天出版國際出版,3F中文圖書區,2008-09-09,NA,2,人文學院,2015-03-04T00:59:32Z
Ice7d1bee6c,社會科學類,民法總則:民法實例研習,14,1996,"著者,王澤鑑發行",3F中文圖書區,2000-01-27,民法總則,2,商學院,2014-11-20T05:03:27Z
Cdf2fed6c5b,社會科學類,貨幣銀行與金融市場,3,2012,李怡庭出版,3F中文圖書區,2012-12-18,金融市場,4,社會科學院,2017-10-24T02:14:03Z
Lb3a416e25c,語言文學類,iBT托福應考勝經 : 寫作測驗,49,2005,臺灣培生教育,3F中文圖書區,2014-10-14,托福考試,4,人文學院,2016-09-03T07:42:17Z
A8ba0917b01,社會科學類,"考上, 就靠這一本！ : 高普考榜首與證照達人獨家秘訣",76,2010,達觀,3F中文圖書區,2013-09-23,高普考試,1,法律學院,2014-05-02T07:45:56Z
M35f4161f61,館際合作借閱,"館際合作借書證.國立臺灣大學,三峽圖書館ILL用",49,NA,NA,1F流通櫃檯,2010-12-24,NA,3,人文學院,2015-10-20T04:47:15Z
I9162f25a3b,科學類,看漫畫了解腦神經科學,90,2015,商周,3F中文圖書區,2015-08-21,神經生理學,3,商學院,2015-10-19T04:52:45Z
C794383d33c,世界史地,24個比利:多重人格分裂的紀實小說,4,2001,小知堂文化出版,3F中文圖書區,2003-04-04,"密里根 (Milligan, Billy) 傳記",2,社會科學院,2014-11-12T03:45:28Z
Hc338e28e8d,語言文學類,"究極英單12000. 4, 資優字彙",10,2012,眾文圖書,1F寰宇開卷專區,2013-06-10,英語,3,商學院,2015-12-08T05:01:51Z
Cf382d0e838,社會科學類,國際經濟學:國際貿易理論與政策,16,2010,華泰,3F中文圖書區,2011-04-18,國際經濟關係,3,社會科學院,2016-06-20T08:32:29Z
Gf64bf87d28,社會科學類,"共享經濟時代 : 從分享房屋、技能到時間,顛覆未來產業與生活的關鍵趨勢",21,2015,商周,3F中文圖書區,2016-01-29,合作,4,商學院,2017-02-21T08:08:54Z
Bb4a2f1ad93,語言文學類,藝伎回憶錄,3,2006,高寶國際出版,3F中文圖書區,2007-05-16,NA,1,公共事務學院,2014-02-18T06:02:04Z
A40a48099c5,語言文學類,NEW TOEIC新多益試題滿分一本通,25,2013,國際學村,3F中文圖書區,2013-05-03,多益測驗,1,法律學院,2014-05-07T01:50:26Z
K0357ab3909,社會科學類,巫士唐望的世界,225,1997,張老師,3F中文圖書區,2011-09-19,印第安民族,4,人文學院,2017-01-07T00:39:23Z
I549556b143,語言文學類,世界十大必訪古城=Ten Ancient Cities You Cannot Afford to Miss,201,2010,繁星多媒體,1F流通櫃檯,2010-11-10,英語讀本,2,商學院,2014-09-15T04:13:54Z
Pdf909678b0,語言文學類,同級生,23,2015,皇冠文化,3F中文圖書區,2015-03-16,日本文學,4,電機資訊學院,2016-10-17T08:26:00Z
Lb07b2740f9,語言文學類,"颶光典籍. 二部曲,燦軍箴言.下冊",37,2016,"城邦文化, 奇幻基地出版",3F中文圖書區,2016-07-04,NA,4,人文學院,2017-05-31T09:00:45Z
G8916643652,社會科學類,當教授變成學生:一位大學教授重讀大一的生活紀實,10,2006,立緒文化出版,1F通識悅讀專區,2010-05-18,高等教育學生,2,商學院,2015-02-24T04:00:46Z
E1c7b27ac44,語言文學類,我在貴族學校的日子,4,2008,皇冠文化,3F中文圖書區,2008-09-09,NA,1,公共事務學院,2014-04-18T05:26:56Z
A0c7b1d4b63,語言文學類,購物狂與寶寶,36,2007,泰電電業出版,3F中文圖書區,2009-06-24,NA,2,法律學院,2015-03-27T02:17:13Z
N85faeae999,語言文學類,一級玩家,4,2012,麥田,3F中文圖書區,2013-04-26,美國文學,1,商學院,2013-12-04T08:35:02Z
C70ccd90e03,社會科學類,"中國好, 世界就好? : 一個牛津大學教授對中國消費的25年深度觀察",39,2011,高寶國際,3F中文圖書區,2012-06-21,消費文化,3,社會科學院,2015-10-01T09:10:48Z
Oad30b80dbd,語言文學類,"骸骨之城. 5, 玻璃之城",21,2013,春天出版國際出版,3F中文圖書區,2016-06-02,美國文學,4,電機資訊學院,2017-01-12T03:47:49Z
Id504164c98,語言文學類,流淚的終究是妳=I bet you cry someday,7,2005,臺灣國際角川,3F中文圖書區,2006-07-13,NA,1,商學院,2014-05-07T07:54:26Z
Q874ffb8a23,語言文學類,分手信,5,2010,"麥田,城邦文化出版",3F中文圖書區,2010-06-01,NA,1,電機資訊學院,2014-05-19T04:32:39Z
D5ba28a2166,語言文學類,布莉的重生 : 暮光之城.蝕外傳,8,2010,尖端,3F中文圖書區,2013-05-03,美國文學,2,社會科學院,2014-11-25T09:01:04Z
Cdca13e226f,應用科學類,品牌管理,22,2001,天下遠見出版,3F中文圖書區,2010-08-24,品牌,2,社會科學院,2014-10-31T08:44:22Z
A8ba0917b01,社會科學類,刑法總則經典題型,155,2010,高點,3F中文圖書區,2011-06-14,NA,2,法律學院,2014-12-09T04:28:21Z
If010f27b4e,語言文學類,我的第一堂韓語發音課 : 游娟鐶老師的韓語發音祕笈,15,2012,瑞蘭國際,1F流通櫃檯,2012-11-21,韓語,3,商學院,2015-11-25T06:52:50Z
N0b39fe718a,世界史地,出走，搭車去柏林 : 在路上的頹廢壯遊，給自己的成人禮。,31,2012,夏日,3F中文圖書區,2012-09-03,旅遊文學,3,商學院,2016-01-13T06:32:51Z
Lad6866542b,語言文學類,超Easy西班牙語初學會話速成,18,2009,萬人,3F中文圖書區,2009-06-23,西班牙語言會話,2,人文學院,2015-06-09T08:10:57Z
A3caef8569b,世界史地,一個猶太人的反省,20,2005,立緒文化出版,3F中文圖書區,2011-05-12,猶太民族,3,法律學院,2016-05-12T06:25:32Z
B3a19db0352,應用科學類,中級會計學新論 = Intermediate accounting,6,2012,証業,3F中文圖書區,2012-10-18,中級會計,4,公共事務學院,2017-03-10T03:09:13Z
G167b427dc5,語言文學類,"盜墓筆記之沙海. 2, 古鎮謎局",38,2013,普天,3F中文圖書區,2013-06-24,推理小說,2,商學院,2015-03-06T02:40:00Z
B24557c71f7,藝術類,設計就是要與眾不同 : 從提升創意思考的能力開始,8,2011,博碩文化,3F中文圖書區,2012-04-26,造型藝術,1,公共事務學院,2014-02-18T08:47:15Z
Haccca93400,語言文學類,高第密碼,14,2008,時報文化,3F中文圖書區,2009-04-15,NA,1,商學院,2013-11-25T10:04:50Z
Kadbf84e112,語言文學類,獵命師傳奇系列 = FateHunter. 卷十,130,2012,蓋亞文化,3F中文圖書區,2013-06-10,科幻小說,4,人文學院,2016-11-07T09:09:30Z
D11d51fde6c,語言文學類,龍族,65,2009,春天出版國際出版,3F中文圖書區,2010-01-05,NA,2,社會科學院,2014-09-25T04:17:41Z
Beb83556f54,語言文學類,紅嬰仔:一個女人與她的育嬰史,20,1999,聯合文學出版,3F中文圖書區,2002-09-10,NA,3,公共事務學院,2015-09-23T10:20:47Z
K757b6e01ac,社會科學類,大賣空 : 預見史上最大金融浩劫之投資英雄傳,2,2015,財信,3F中文圖書區,2016-05-05,金融危機,4,法律學院,2016-11-15T00:45:20Z
C262d078472,語言文學類,追獵藍色巴爾幹 = Chasing blue balkan,2,2007,網路與書,3F中文圖書區,2013-06-24,報導文學,3,社會科學院,2016-02-25T04:53:39Z
Bb7d36ae8d4,語言文學類,迷宮小屋,36,2014,尖端,3F中文圖書區,2015-04-27,英國文學,3,公共事務學院,2016-01-14T07:49:54Z
Bfb10c2c3e4,哲學類,你要如何衡量你的人生? : 哈佛商學院最重要的一堂課,8,2012,天下遠見,1F職涯博覽專區(創新創業),2013-05-08,成功法,3,公共事務學院,2016-03-31T07:11:45Z
B17298ab42f,語言文學類,不完美分手 = Flawed parting,7,2010,春天出版國際文化出版,3F中文圖書區,2012-05-16,長篇小說,2,公共事務學院,2014-09-16T07:28:10Z
F8e69ced2b2,社會科學類,城市造反 : 全球非典型都市規劃術 = City rebelling,41,2013,左岸文化,3F中文圖書區,2014-12-05,都市計畫,3,公共事務學院,2016-02-23T10:32:39Z
C95ed86980c,社會科學類,歐洲飲食文化,59,2004,左岸文化出版,3F中文圖書區,2005-11-16,飲食(風俗) 歐洲,2,社會科學院,2015-06-13T05:05:07Z
Dd0978c67fe,世界史地,巨艦橫行:北歐海盜 公元800-1100,32,2003,山東畫報出版社,3F中文圖書區,2003-07-11,北歐歷史,4,社會科學院,2017-05-10T03:43:43Z
K589f2c6b22,語言文學類,台灣新文學史 = A history of modern Taiwanese literature. 下,67,2011,聯經,3F中文圖書區,2013-04-10,台灣文學史,2,人文學院,2014-10-31T05:36:13Z
Id5ecdf6594,語言文學類,花憶前身,81,1996,麥田,3F中文圖書區,2002-12-17,NA,2,商學院,2015-06-30T05:02:22Z
L9d1351f66e,哲學類,習慣改變了，頭腦就會變好 : 東大生教你的7個學習習慣！,63,2011,麥田,3F中文圖書區,2012-07-11,習慣,2,人文學院,2015-06-15T07:10:10Z
O1dd923753a,應用科學類,世界第一簡單電子電路,5,2011,世茂,3F中文圖書區,2012-04-26,電子工程,2,電機資訊學院,2014-10-02T11:41:10Z
K84b62098f7,語言文學類,NEW TOEIC新多益題庫解析,73,2012,國際學村,3F中文圖書區,2012-07-11,多益測驗,3,人文學院,2015-11-09T12:23:21Z
C9dae0c40e3,社會科學類,<<一個投機者的告白>>之金錢遊戲,26,2008,商智文化出版,3F中文圖書區,2010-02-24,投資,4,社會科學院,2017-05-01T04:07:32Z
O6d7a37df15,語言文學類,列車上的女孩,101,2015,寂寞,3F中文圖書區,2016-02-25,NA,3,電機資訊學院,2016-03-01T08:04:57Z
Kcbaaee96de,語言文學類,張愛玲典藏全集,107,2001,皇冠,3F中文圖書區,2002-09-17,NA,3,人文學院,2016-02-23T04:26:37Z
N5f65d2ee53,語言文學類,史上最強韓語文法,81,2011,國際學村,3F中文圖書區,2012-07-11,韓語,3,商學院,2016-01-19T02:42:26Z
C9dae0c40e3,總類,黑天鵝效應,26,2011,大塊文化,1F寰宇開卷專區,2013-06-10,資訊理論,4,社會科學院,2017-04-06T02:12:09Z
J75e338cd10,世界史地,你管別人怎麼想:科學奇才費曼博士,15,1991,天下文化出版,3F中文圖書區,2010-03-24,物理學傳記,4,商學院,2017-03-22T04:06:13Z
A0bea3718db,社會科學類,民意代表言論免責權,9,1988,編者,3F中文圖書區,1999-07-15,NA,1,法律學院,2014-02-26T11:35:32Z
K69ffb4e10d,語言文學類,海子詩全集 = The complete poems of Haizi,22,2009,作家出版社,3F中文圖書區,2016-06-22,新詩,4,人文學院,2016-11-16T04:38:09Z
N7cbc0be6c4,應用科學類,財務管理,73,1996,華泰,3F中文圖書區,2002-04-15,財務管理,2,商學院,2014-10-16T01:25:48Z
D85c02a9015,應用科學類,找到勇氣活下去:胡曉菁突破生命困境的故事,4,2001,大田出版,3F中文圖書區,2003-03-03,憂鬱症通俗作品,4,社會科學院,2017-04-06T09:18:54Z
Ba54d054281,語言文學類,龍馬傳,63,2010,"如果, 大雁文化出版",3F中文圖書區,2011-10-11,NA,1,公共事務學院,2013-11-29T07:16:12Z
Cf40dc8c7c8,應用科學類,成為讓部屬願意追隨的上司 : 51個帶人先帶心的領導力,47,2013,悅知文化,3F中文圖書區,2014-12-10,商業管理,3,社會科學院,2015-08-19T07:22:25Z
Af93de31fa2,社會科學類,控制的文化:當代社會的犯罪與社會秩序,24,2006,巨流出版,3F中文圖書區,2010-05-18,犯罪美國,1,法律學院,2013-11-06T03:56:16Z
B030bb78188,語言文學類,廚房屋,53,2013,遠流,3F中文圖書區,2013-04-11,美國文學,4,公共事務學院,2016-09-19T06:18:29Z
B0ba38bef7e,應用科學類,宏碁的世紀變革:淡出製造、成就品牌,17,2005,天下遠見出版,3F中文圖書區,2005-03-28,企業管理,2,公共事務學院,2014-09-16T07:00:46Z
F4afbcc2512,科學類,Excel 2010嚴選教材!,83,2011,碁峰資訊,3F中文圖書區,2012-05-16,EXCEL 2010(電腦程式),4,公共事務學院,2017-06-07T05:29:30Z
I549556b143,社會科學類,東亞城市空間生產 : 探索東京.上海.香港的城市文化,201,2011,田園城市,1F寰宇開卷專區,2013-12-30,文化都市,2,商學院,2015-04-23T07:08:02Z
L923127186e,語言文學類,"格雷的五十道陰影. III, 自由(完結篇)",29,2013,春光,3F中文圖書區,2013-06-10,英國文學,2,人文學院,2015-04-29T10:13:43Z
F8ae1eb549b,語言文學類,TOEIC 900 : 一生必學的英文聽力 = Test of English for international communication,5,2011,聯經,1F流通櫃檯,2015-10-23,多益測驗,4,公共事務學院,2016-09-22T10:03:57Z
Bca766d94b7,哲學類,新編中國哲學史,78,2001,三民,3F中文圖書區,2004-12-21,哲學歷史中國,3,公共事務學院,2015-11-13T08:40:09Z
C7d2c700002,科學類,Adobe Premiere 6匯聲繪影,88,2001,上奇科技,3F中文圖書區,2001-06-18,多媒體,2,社會科學院,2015-01-15T03:15:46Z
A28fbb03a3e,社會科學類,當代三大民主理論,1,2001,聯經,3F中文圖書區,2003-03-05,民主政治,2,法律學院,2015-05-11T01:13:08Z
Ba02a384866,語言文學類,New TOEIC新版多益完全攻略,30,2007,希伯崙,1F流通櫃檯,2011-09-19,多益測驗,1,公共事務學院,2013-12-25T06:03:50Z
Bc90361d143,社會科學類,日本版PPP:公共？-？？？民間開放:自治体經營？？？？民間活力？活用法=Public Private Partnership,2,2002,東京リ-ガルマインド,4F日韓文圖書區,2009-01-07,公共行政,2,公共事務學院,2014-11-26T09:03:56Z
M2cfd224e46,世界史地,"異國探險.1,法國感官之旅/多瑙河之旅",51,2010,協和國際,1F視聽區,2010-04-15,法國描述與遊記,1,人文學院,2014-05-26T12:35:51Z
Ice7d1bee6c,社會科學類,民法例題演練,14,1999,撰者,3F中文圖書區,2000-04-25,民法問題集,2,商學院,2014-11-20T05:03:22Z
L3054cbf2a3,語言文學類,遠離塵囂,161,2015,好人,3F中文圖書區,2015-07-19,NA,3,人文學院,2015-09-08T07:38:15Z
Bf0d15e11c2,科學類,學校這樣教物理就好了!,123,2013,世茂,3F中文圖書區,2013-08-02,物理學,3,公共事務學院,2016-05-20T04:20:40Z
Gf8f7849db8,語言文學類,雛菊的人生,31,2009,時報文化,3F中文圖書區,2009-06-03,NA,1,商學院,2014-01-07T04:56:51Z
B7b499271d8,社會科學類,"再見,平庸世代 : 你在未來經濟裡的位子",8,2015,早安財經文化,3F中文圖書區,2015-06-28,經濟政策,3,公共事務學院,2015-10-21T04:34:37Z
J3a72fe0085,藝術類,秋草愛水性色鉛筆卡片書,9,2006,積木文化出版,3F中文圖書區,2010-03-17,鉛筆畫技法,1,商學院,2013-11-25T08:02:54Z
K0357ab3909,哲學類,生命的學問,249,1994,三民,3F中文圖書區,1999-03-01,哲學論文，講詞等,2,人文學院,2015-07-11T06:25:53Z
D36d002a129,社會科學類,"日安,台北",7,2014,遠見天下,1F寰宇開卷專區,2015-09-21,都市發展,3,社會科學院,2016-05-05T03:41:27Z
O8f4fc41d81,語言文學類,？無能=Love fecklessness,20,2006,春天出版國際文化出版,3F中文圖書區,2011-04-12,中國小說,3,電機資訊學院,2015-09-30T07:22:35Z
Q064cae6031,語言文學類,殘骸線索,2,2015,臉譜,3F中文圖書區,2016-05-05,NA,4,電機資訊學院,2017-04-12T04:22:40Z
K589f2c6b22,語言文學類,修辭學,67,2008,三民,3F中文圖書區,2009-02-19,中國語言修辭,2,人文學院,2015-05-02T02:34:08Z
Be6ccbf9cb4,藝術類,玩命對戰=Rogue Assassin,5,2008,葳勝國際,1F視聽區,2008-06-12,電影片,3,公共事務學院,2015-10-06T07:03:42Z
P4639701c90,哲學類,邏輯謬誤鑑識班:訓練偵錯神經的24堂邏輯課,20,2010,漫遊者出版,3F中文圖書區,2011-07-26,謬誤,2,電機資訊學院,2015-02-25T03:49:31Z
J689db106c0,科學類,International taxation in an integrated world,9,1991,MIT Press,4F外文圖書區,1999-03-02,Taxation.,3,商學院,2015-11-04T07:57:31Z
B69d855de41,社會科學類,公共管理 = Public management,41,2014,智勝文化,3F中文圖書區,2015-11-16,公共行政,3,公共事務學院,2016-06-28T08:31:00Z
K0357ab3909,哲學類,3天讀懂心理學:解讀人心的關鍵要訣,61,2007,大是文化,3F中文圖書區,2008-09-09,心理學,3,人文學院,2016-06-26T08:18:43Z
Ie4a3b426be,哲學類,"每天來點負能量 : 失落的壞話經典,負負得正的人生奧義 = Neenergy",187,2016,時報文化,3F中文圖書區,2016-06-01,自我實現,3,商學院,2016-07-31T03:10:41Z
F4e8b2ecac1,中國史地,開始在中國大陸自助旅行,36,2010,太雅出版,1F寰宇開卷專區,2013-07-12,自助旅行,4,公共事務學院,2016-09-05T03:38:48Z
Aaa87d5de2b,社會科學類,主觀與客觀之間,92,1997,許玉秀,3F中文圖書區,2001-04-16,刑事法論文，講詞等,2,法律學院,2015-05-30T08:04:34Z
A054541faf9,科學類,全球氣候變遷 : 危機與轉機 = Global climate change crisis and opportunity,143,2011,五南,3F中文圖書區,2015-06-09,地球暖化,4,法律學院,2017-03-24T02:46:08Z
I7b558e2b3d,語言文學類,淡季,4,2012,小異,3F中文圖書區,2012-06-21,美國文學,1,商學院,2013-12-11T10:01:05Z
Bf183738ae6,語言文學類,The cat who went to heaven,12,1990,Aladdin Paperbacks,4F外文圖書區,2009-04-07,Cats,3,公共事務學院,2016-02-22T04:08:01Z
Bb66e51d4a1,應用科學類,"讀懂20%的財報, 就能挖掘公司賺錢的秘密",16,2015,高寶國際出版,3F中文圖書區,2016-06-02,企業經營,4,公共事務學院,2016-12-27T03:33:56Z
Gc3ebb48e80,世界史地,上一堂最好玩的韓國學 : 政大超人氣教授帶你從韓劇看韓國社會、政治、外交與兩韓關係,23,2016,先覺,3F中文圖書區,2016-05-23,區域研究,4,商學院,2017-04-05T11:21:14Z
D0e91cb8d9d,世界史地,夢遊者 : 1914年歐洲如何邁向戰爭之路.下卷,35,2015,時報文化,3F中文圖書區,2015-08-21,第一次世界大戰,3,社會科學院,2015-10-19T03:28:16Z
D8af05bbe1d,語言文學類,失物之書,23,2007,麥田出版,3F中文圖書區,2008-03-05,NA,2,社會科學院,2015-01-19T06:51:22Z
Aff785ed3cb,社會科學類,著作權法論 = Copyright law. I,28,2014,台英國際商務法律事務所,3F中文圖書區,2014-12-03,著作權法,4,法律學院,2017-02-23T01:37:35Z
B69d855de41,哲學類,世界第一好懂的哲學課 : 一口氣讀懂15本哲學經典名著,45,2012,麥田,3F中文圖書區,2014-06-11,西洋哲學,4,公共事務學院,2016-10-28T10:17:49Z
Gf64bf87d28,語言文學類,鳳祥鎖舖蓋,29,2005,集合出版,3F中文圖書區,2009-08-10,NA,2,商學院,2014-11-19T10:20:10Z
Ba02a384866,語言文學類,我的第一本西班牙語課本,79,2014,國際學村,3F中文圖書區,2014-10-21,讀本,3,公共事務學院,2015-12-21T05:35:20Z
H6a798a51f3,藝術類,你不知道的星巴克秘密 : STARBUCKS Taiwan 15th anniversary issue,13,2013,麥浩斯,3F中文圖書區,2013-06-24,咖啡館,1,商學院,2014-07-03T04:35:55Z
Efccf61b9d5,應用科學類,成本與管理會計. I,13,2013,全華圖書,3F中文圖書區,2013-07-22,成本會計,3,公共事務學院,2015-08-19T05:18:46Z
A8d8f0023f0,社會科學類,兩岸司法制度之比較與評析,23,1999,五南,3F中文圖書區,1999-12-30,司法,2,法律學院,2015-04-29T08:56:57Z
Kcbaaee96de,語言文學類,夢裡花落知多少,107,1991,皇冠,3F中文圖書區,2002-09-17,NA,3,人文學院,2016-02-23T04:26:52Z
I093b706436,語言文學類,NEW TOEIC新多益聽力題庫解析,5,2010,國際學村出版,3F中文圖書區,2011-04-20,多益測驗,4,商學院,2017-05-09T09:30:03Z
B1ad5b76225,語言文學類,The beginner's goodbye : a novel,110,2013,Ballantine Books Trade Paperbacks,1F寰宇開卷專區,2014-07-16,Middle-aged men,3,公共事務學院,2016-05-02T05:03:46Z
Kcbaaee96de,語言文學類,歪笑小說,107,2015,獨步文化,3F中文圖書區,2015-05-15,日本文學,3,人文學院,2016-07-28T00:59:36Z
D7e2e2d8af5,社會科學類,老人團體活動設計,1,2010,五南,3F中文圖書區,2011-12-27,老人養護,3,社會科學院,2015-10-23T08:41:09Z
A98211dd45a,語言文學類,白色城堡,64,2004,麥田,3F中文圖書區,2013-06-24,土耳其文學,2,法律學院,2014-10-11T08:09:51Z
Bc19284939d,語言文學類,百萬年神殿,21,2000,麥田出版,3F中文圖書區,2002-05-17,NA,2,公共事務學院,2014-12-19T05:21:38Z
Ab26f29f5b8,應用科學類,健康達人125:民眾自我照護手冊,30,2006,行政院衛生署,3F中文圖書區,2009-08-11,家庭醫學,3,法律學院,2016-03-04T09:18:36Z
K82fbf2639a,語言文學類,城南舊事,45,1979,純文學出版社印行,3F中文圖書區,2000-04-20,NA,2,人文學院,2015-02-03T06:25:35Z
L7852c44209,語言文學類,奇風歲月,51,2011,鸚鵡螺文化,3F中文圖書區,2013-09-13,美國文學,3,人文學院,2015-12-28T00:47:06Z
J4ce82689f7,語言文學類,Lord of the flies : a novel,7,1954,Perigee Book,4F外文圖書區,2009-04-07,"Survival after airplane accidents, shipwrecks, etc.",2,商學院,2014-11-11T11:20:44Z
Idfd848e052,語言文學類,英倫三姊妹,18,2010,繁星多媒體,3F中文圖書區,2010-11-10,NA,1,商學院,2013-12-19T08:55:39Z
Ef2b4c640c0,語言文學類,首爾大學韓國語. 1A,12,2013,日月文化,1F寰宇開卷專區,2014-10-29,讀本,3,公共事務學院,2015-10-01T08:41:07Z
K36258dff5b,語言文學類,駱駝祥子,31,1998,里仁,3F中文圖書區,2005-03-22,NA,3,人文學院,2016-06-28T06:33:01Z
Fc868f91384,總類,圍城,61,1989,書林,3F中文圖書區,2000-08-08,NA,3,公共事務學院,2015-11-26T10:30:25Z
K82fbf2639a,藝術類,詩歌吟唱教學,45,2010,麗文文化,3F中文圖書區,2014-10-14,詩歌吟唱,2,人文學院,2015-03-04T12:41:37Z
Fbf1e6668ed,語言文學類,最動聽的事,61,2015,青島,3F中文圖書區,2016-05-17,中國小說,3,公共事務學院,2016-05-26T06:55:15Z
M43fafdde01,中國史地,海防檔,21,1957,中央研究院近代史研究所,3F中文圖書區,2004-08-14,NA,3,人文學院,2015-12-24T09:20:12Z
C7d2c700002,語言文學類,新多益考試有祕密 = The secret of new toeic,44,2014,我識,3F中文圖書區,2015-06-09,多益測驗,3,社會科學院,2015-11-22T08:03:31Z
Mf90fe360a4,中國史地,年鑑史學論文集,34,1989,遠流,3F中文圖書區,1999-08-03,NA,3,人文學院,2016-06-07T07:13:16Z
A3c1c5c2f02,語言文學類,全新!NEW TOEIC新多益聽力題庫大全,13,2014,國際學村,3F中文圖書區,2015-04-28,多益測驗,3,法律學院,2016-03-22T07:18:03Z
K8ad25fe6f4,社會科學類,社會學與台灣社會,5,2011,巨流圖書,3F中文圖書區,2011-07-26,社會學,3,社會科學院,2016-06-15T08:09:51Z
Cb01b766267,世界史地,"百年追求 : 臺灣民主運動的故事.卷二, 自由的挫敗",52,2013,衛城,3F中文圖書區,2013-11-06,臺灣史,3,社會科學院,2016-03-02T10:19:07Z
Aa4d09ecd24,社會科學類,民法總則,10,2009,施啟揚發行,3F中文圖書區,2012-12-18,民法總則,1,法律學院,2013-12-27T06:51:31Z
C3d09e41d54,社會科學類,社會學與臺灣社會 = Sociology and Taiwan,25,2014,巨流,1F寰宇開卷專區,2015-09-21,臺灣社會,4,社會科學院,2016-10-18T08:48:41Z
A97a29c51e2,社會科學類,刑事訴訟法(概要),55,2012,高點文化,3F中文圖書區,2016-04-22,刑事訴訟法,4,法律學院,2017-01-11T06:42:37Z
C3490ea1632,社會科學類,應用統計學1000題 = Statistics praxis 1000,75,2010,鼎茂圖書,3F中文圖書區,2015-03-06,應用統計學,3,社會科學院,2015-11-11T04:32:01Z
Db4ee2de4c6,應用科學類,C型行銷:下一波商品熱賣密碼,45,2010,天下雜誌,3F中文圖書區,2011-04-27,文化行銷,2,社會科學院,2014-09-20T07:25:53Z
I976af40d0c,中國史地,Principles of corporate finance,4,2014,McGraw-Hill Education,4F外文圖書區,2015-10-29,Corporations Finance.,4,商學院,2017-05-10T10:34:38Z
B5524910857,社會科學類,統計，讓數字說話！,6,2011,天下遠見出版,3F中文圖書區,2012-09-03,統計學,2,公共事務學院,2015-01-07T03:36:24Z
C95ed86980c,社會科學類,私募基金風暴 : 華爾街地下帝國交易實錄,29,2010,財信出版,3F中文圖書區,2012-03-29,基金,4,社會科學院,2016-12-23T03:19:31Z
Pc274e506f9,應用科學類,都市發展制定計畫的邏輯,14,2005,五南,3F中文圖書區,2006-08-28,都市計畫,3,電機資訊學院,2015-10-22T10:15:46Z
A819e51d42e,社會科學類,平凡的邪惡 : 艾希曼耶路撒冷大審紀實,47,2013,玉山社,3F中文圖書區,2014-05-15,納粹主義,2,法律學院,2014-10-27T07:05:51Z
F0e1813a7e3,社會科學類,"果然, 這種男人還是分的好!",3,2009,麥田,3F中文圖書區,2013-05-27,兩性關係,1,公共事務學院,2014-01-06T05:23:24Z
Ie4a3b426be,NA,手機平板充電組 : iPhone/iPad/iPod,241,NA,NA,1F流通櫃檯,2017-03-10,NA,4,商學院,2017-04-22T05:35:25Z
B0e759ceacd,社會科學類,民事訴訟法 = Civil procedure. 下,31,2015,三民,3F中文圖書區,2015-11-06,民事訴訟法,4,公共事務學院,2016-11-17T07:37:18Z
A63faa693a2,哲學類,不抱怨的智慧 : 你手中握有翻轉人生、改變世界的祕密，那就是-立即停止抱怨！ = The wisdom of complaining free,22,2013,凱信企管顧問出版,1F通識悅讀專區,2013-08-02,人生哲學,2,法律學院,2015-03-13T07:08:50Z
Bcca3632d93,世界史地,阿拉斯加之死,61,1998,天下遠見出版,3F中文圖書區,2007-03-19,"麥克肯多斯 (McCandless, Chrisopher Johnson, 1968-1992) 傳記",4,公共事務學院,2016-10-31T01:15:43Z
Lae6e01c53e,社會科學類,犯罪學,26,2003,三民總經銷,3F中文圖書區,2010-07-14,犯罪學,4,人文學院,2016-09-22T01:53:23Z
C7d2c700002,藝術類,藝術的慰藉,35,2014,聯經,1F通識悅讀專區,2015-01-27,藝術欣賞,4,社會科學院,2017-01-14T03:30:19Z
J4a522c6989,應用科學類,放出你的行銷病毒 : 30天網路行銷病毒培育計畫,26,2013,不求人文化,3F中文圖書區,2014-12-17,網路行銷,4,商學院,2016-12-06T05:31:51Z
C868aa63a01,語言文學類,基督山恩仇記. 2,108,2013,高寶國際出版,1F通識悅讀專區,2013-08-02,法國文學,3,社會科學院,2015-12-30T07:10:50Z
N7cbc0be6c4,科學類,世界第一簡單微積分,62,2009,世茂,3F中文圖書區,2012-04-26,微積分,4,商學院,2016-11-21T07:55:56Z
